Comments,sentiments
You no dey fall hand at all. Abeg send address make I come chop joor.,negative
"the one wey burst my head na guy go come pick amFrom your house, or she Dey go date with boy. Until you throw her out, she wld feel u cnt do without her",negative
"Nigeria economy no hard na you dey look for dollars to send abroad,",negative
Relax na who him turn reach dey Sabi. Keep begging for it. Smh,neutral
"Brother, dey calm down.",positive
"Na Police job to dey ban? I wonder what their constitution be like Abeg NPF when u go ban our ""POLITICAL VISITOR"" gate crashing every Event",neutral
is like na forgery dey reign now.Every news now is all about docs or certs forgery.,positive
"All this money miss road! Portable go soon resaon him matter,, e no dey tey",negative
"Wetin una dey find with this man, una go see am",neutral
"Bros abeg just rest, na justice for mohbad dey on board na, this your own is stale, done and dusted Besides...which serious being will higher a Nollywood actor as his lawyer.Make una just forget this goose chase...na naija we dey!This is not America!",negative
"If you like call him simp... He told you fact that most mothers won't tell their Son about their DadNo go hustle my niggar, dey listen to Nairaland boys and Shola for Twitter forming Alpha male*Try put it to practice this Tinubu subsidy regime*Ask the finest girl In your area you like and would want to go on a date with her1: when you reach the venue don't pay for transport Uber or Okada, tell her you don't have2: Don't buy any food..3: when she ask for Data tell her you don't have money4: when she visit you, don't order food or cook noodles .",positive
You won't see the Muslims protest against this.Na Palestine wey no like Africans na there you go see Nigerians and South Africans dey support them. Mugus.Show me one African in Palestine. Useless people.They see us as dogs and apes and cockroach.Why not develop your home and stop running.When election reach una go vote rubbish then start praying. Daft goats.The ones wey get Money go travel out dey flex.Mugus will be here supporting rubbish.,negative
They know what to do but they still won't do it. Na them go dey loose staff shaa.,neutral
This one dey strange.Homosexuals plenty ofI no just understand again.,negative
"I don talk  b4 say very very soon, all non-cultists will declare most bloody war in history against all cultists, irrespective of the cult they belong. It will be kill and kill dey go",negative
There is unity and religious harmony in Yoruba land but see as even Ilorin people dey reject all of them.Fulani come claim land for alaigbo make we see.,neutral
The guy look so harmless but was doing wrong things. Me sef get doings as playboy wey I be too but I no dey cross some lines especially with my friends.I swear for the guy sey him no go ever blow and I am very happy that he did not.Only God knows the stupid things he did to that disloyal girl for stadium hotel wey him lodge put that time.,negative
"You mean the same hope uzodinma that came 4th in the election before Buhari in his usual foolishness, made uzodinma governor through the supreme court?Just dey play you hear",negative
Konji dey everywhere,neutral
Ahhh kilosheleOmo Mehn wetin hijab dey cover plenty gan,neutral
"Stupid bank ordinary savings account wey i get with them, dem dey show me shege",negative
dey play,negative
Let dem dey HATE like dem dey PayRoll List of them prefered Candidates,negative
Wike all these ones wey you dey do we no send you oooI hope when the table turns people will focus only on Wike & his family at wimpey junction and not suffer the entire rivers state We no send him this one’s he’s witch hunting ooSince you can’t use your head knowing you will not be in power forever You’re taunting same Peter obi that 90% of Rivers indigenes voted except for your magic with REC officerYou’ve turned yourself to Tinubu bull dogWhen the time reach this same tribe you’re trying to please will deny you immediately They do it to their own e come be youWait make Rivers state oil and resources finish and nothing to bring to the table again you’ll know if this is actually genuine love or beneficial love,negative
For what now?Which kind dance groom self dance reach cursing level? All these youth self with overdoing things. Na so one dance push bride throwway for hall. Hmm..Let the Oba leave am make he carry him gbazaquin go jeje. GenZ dem too dey do.,negative
"You will be victorious tomorrow....Dey play.After supreme court's judgement tomorrow, that's when it will dawn on Labour party that even the very apex of our judicial system has long been bought over.",negative
"Either collapse or not, we kno 1st dey see light before.",negative
"When we dey shout am, APC said Buhari is the best thing. What changed so soon?",positive
"hope dey nor mixed roadsides/gutter sand together, labourer will find way to STEAL & SELL ur CEMENT",negative
UK is very cost to live. Most of the Nigerians living there self dey struggle hard ni..,neutral
God forgive me o I be join those wey dey use the guy as joke he's somebody's child after all nobody is perfect,positive
Why u dey laugh?,neutral
"Africa no dey shame?If they do what they are supposed to do...make their country work, will there be one bullshit loan-giving group barking like a dog to them?Omo, this life, make money legally and thoroughly...have this mooulah!Money stops nonsense...If you are still an undergraduate, start investing in high-income skills...in few years to come, you will thank yourself for it.",negative
"In kizz daniel's voice...Trouble dey sleep, you gass to wake am🥱",negative
Party of confusion Awon PD-APCNot his fault e dey their blood,neutral
"She's a stupid woman. So if your man cheats the best way to get at him is to endanger your own life? Mumu. Let her live with the regret and shame. She has always been a public toilet just waiting for the right opportunity to go back to her whorish life. Me when I be single sef, i still hold body pass person wen dey husband house. Nonsense.",negative
Wetin concern okada with plane?,
"Take ur time on forepl*y.Understand her body and how she responds to stimuli. When she begin rush u with sex. U go tire.  Don't rush into the real sex. Kiss her deep, use ur hands to handle her nipples, dont suck immediately, dont rush to the clitoris too,.Just go through the thighs, feel the Vee, remove hands again. Make her want it. Na so we dey run am for those who dislikes it. Forepl*y is like sex to them, so run am well",positive
"I can remember some, but the last one I had was a carryover course exam, had fever, vomiting and stool-ling at the same time on the day of the exam and that was when Ebola virus struck Lagos, if you see as people dey look me with some kind suspicion, thank God I didn't carry the course over again.That was the only course I needed for graduation and the only course I  did exam for that year, came to the school healthy and the sickness started just as the paper was about to start, fever, vomiting and stool-ling at the same time almost throughout the exam time given, went back home sick and used like a week to recover, when I saw my result I just gave thanks to God...",positive
