text,Sentiments
"I've recently been making my own very quick and simple salad dressings made of 1 part fruit infused balsamic and 1 part fruit infused olive oil. This is my very favorite. The Blood Orange mixed with either raspberry or blueberry balsamic is great over spring greens, followed by a dusting of goat cheese. Simple and elegant and best of all, delicious.",positive
"I love the taste, and the absence of sugar. Tropical punch is my favorite",positive
I learned the hard way there are many olive oils out there claiming to be cold pressed extra virgin but turn out to NOT be what they claim.  These folks give the details of the oil so if you are looking for more polyphenols for health reasons these folks will ensure you get the real oil with the tell tale peppery taste at the back of your throat which tells you its real.  Purchase from theme with confidence you are getting what you are looking for and not some substandard fake.,positive
"I am thoroughly impressed with this quinoa. It tastes great, there is no miscellaneous material (sticks, rocks, etc), and it's a  great value. This is my third 25 lb bag. Thanks!",positive
"Not even in a box or wrapped, came in a baggie, with most of the boxes smashed or opened,",negative
Hard to choke down. They claim to be an all natural protein bar but the blueberry flavor they add is so fake it will make you sick.,negative
"I really like this coffee. It was very good. Crossed it off my bucket list.It wasn't a life changer though. I did drink a beverage that has passed thru a cat's bowels, so there is that!",positive
OMW! Once you taste this you will not stop eating it! yummmmmmmmm add brown sugar and hint of vanilla,positive
These were very good. Package was a little small for the money but definitely would purchase again,positive
"My 13 yr old just loves this bar! We had the sample of the chocolate chip and I was told it's like eating fresh cookie dough but without getting into trouble! Two big thumbs up, I just ordered a box 👍👍",positive
"I took a chance in trying this tea.  I typically like Long Jing and similar Chinese, as well as Sencha.  This has a kind of musky taste, somewhat like a weaker Oolong.  I won't buy again.",negative
Second order.  Love these multipacks.,positive
This brand of relish is very tasty. I use it frequently and appreciate it. I will purchase it again I recommend it,positive
Enjoying this blend very much,positive
Very consistent high-quality hazelnuts with no broken shells. The backyard squirrels are loving them!,positive
"These are absolutely delicious! Kudos, Hershey's, for making a sugar-free option that doesn't taste fake!!",positive
"Love this coffee. I don't remember drinking any other coffee at home, ever. One canister costs less than a couple of Starbucks fancy drinks. And it smells so good, too.",positive
"Probably the greasiest hash out there, i can't say it has much flavor compared to other brands. Will not buy again.. 90% fat per can is excessive.",negative
"I bought a small bag at first.... we fell in love with those candies immediately, so we ended up buying in bulk. Those candies are truly delicious, and they leave an exquisite after-taste. The people at this company were amazing, great customer service... and absolutely amazing products, authentic Italian stuff. We bought several types of their candies, and we really love them all! We bought every kind of their Perle di Sole products, plus all the Dufour products, and all of them are really delicious! We can not wait to see what other new products they will bring for Christmas! They are truly legit! Thank you, Sweet Imports for all your dedication, exceptional customer service and the most authentic products!",positive
Could tell right away this is superior coconut oil....smooth & rich....will reorder....thanks!,positive
"We received the order with all the disc broken, and the candy inside were tasteless. Old candy unable to consume.",negative
This is essential for a proper gumbo. Tried to buy it locally but could not find it. This was a simple way for getting the File',positive
